item - centres - c - cp,item - centres - c - com,item - centres - c - pob,item - id,item - dep,item - nom,item - resp,item - iddep
8200,Vallès Occidental,Sabadell,18495,Departament d'Empresa i Ocupació,Punt d'Autoservei al Centre d'Innovació i Formació Ocupacional (CIFO) Vallès,null,15638
8320,Maresme,El Masnou,18424,Departament d'Empresa i Ocupació,Punt d'Autoservei al Masnou,null,15638
25520,Alta Ribagorça,El Pont de Suert,18425,Departament d'Empresa i Ocupació,Punt d'Autoservei al Pont de Suert,null,15638
8019,Barcelonès,Barcelona,18568,Departament d'Empresa i Ocupació,Punt d'Autoservei als serveis centrals del Servei d'Ocupació de Catalunya (SOC),null,15638
8210,Vallès Occidental,Barberà del Vallès,13883,Departament d'Economia i Coneixement,Punt d'Enllaç de Barberà del Vallès (UOC),null,1103
8560,Osona,Manlleu,13882,Departament d'Economia i Coneixement,Punt d'Enllaç de Manlleu (UOC),null,1103
8783,Anoia,Masquefa,12971,Departament d'Economia i Coneixement,Punt d'Enllaç de Masquefa (Anoia) (UOC),null,1103
17534,Ripollès,Ribes de Freser,12977,Departament d'Economia i Coneixement,Punt d'Enllaç de Ribes de Freser (Ripollès) (UOC),null,1103
43570,Montsià,Santa Bàrbara,13876,Departament d'Economia i Coneixement,Punt d'Enllaç de Santa Barbara (UOC),null,1103
8759,Baix Llobregat,Vallirana,13877,Departament d'Economia i Coneixement,Punt d'Enllaç de Vallirana (UOC),null,1103
17411,Selva,Vidreres,13881,Departament d'Economia i Coneixement,Punt d'Enllaç de Vidreres (UOC),null,1103
43781,Terra Alta,La Fatarella,12970,Departament d'Economia i Coneixement,Punt d'Enllaç de la Fatarella (Terra Alta) (UOC),null,1103
8003,Barcelonès,Barcelona,13478,Departament d'Empresa i Ocupació,Punt d'Informació,null,15638
8193,Vallès Occidental,Cerdanyola del Vallès,248,Departament d'Economia i Coneixement,Punt d'Informació (UAB),null,1103
8008,Barcelonès,Barcelona,9959,Departament d'Empresa i Ocupació,"Punt d'Informació - Passeig de Gràcia, 105",null,15638
17004,Gironès,Girona,2797,Departament de Cultura,Punt d'Informació Cultural a Girona,null,2221
25002,Segrià,Lleida,2798,Departament de Cultura,Punt d'Informació Cultural a Lleida,null,2221
43003,Tarragonès,Tarragona,2799,Departament de Cultura,Punt d'Informació Cultural a Tarragona,null,2221
8002,Barcelonès,Barcelona,6638,Departament d'Economia i Coneixement,Punt d'Informació a l'Estudiant (UPF),null,1103
8500,Osona,Vic,9965,Departament d'Economia i Coneixement,Punt d'Informació a l'Estudiant (UVic),null,1103
46003,Comunitat Valenciana,València,12983,Departament d'Economia i Coneixement,Punt d'Informació de València (València),null,1103
8029,Barcelonès,Barcelona,10668,Departament de Territori i Sostenibilitat,Punt d'Informació del Departament de Territori i Sostenibilitat,null,3392
8029,Barcelonès,Barcelona,17140,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres d'adaptació d'estacions a les persones amb mobilitat reduïda (PMR),Marta Garcia,3392
8904,Barcelonès,L'Hospitalet de Llobregat,15130,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de Construcció de la L9 a Collblanc,Ruth Romero,3392
8041,Barcelonès,Barcelona,15128,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de Construcció de la L9 a Guinardó,Eduard Lázaro,3392
8027,Barcelonès,Barcelona,15125,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de Construcció de la L9 a Sagrera,Eva Arcos,3392
8902,Barcelonès,L'Hospitalet de Llobregat,15126,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de Construcció de la L9 a Santa Eulàlia,Sergi Esteller,3392
8923,Barcelonès,Santa Coloma de Gramenet,15131,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de Construcció de la L9 a Santa Rosa,Anna Busquets,3392
8038,Barcelonès,Barcelona,15127,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de Construcció de la L9 a Zona Franca,Raül Parera,3392
8820,Baix Llobregat,El Prat de Llobregat,15129,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de Construcció de la L9 al Prat,Josep Pantaleón i Àngel Roset,3392
8008,Barcelonès,Barcelona,15953,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de l'intercanviador de Diagonal,Mireia Gustems,3392
8912,Barcelonès,Badalona,17142,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de perllongament de la L2 (Pep Ventura-Badalona Centre),Francesc Mañé,3392
8032,Barcelonès,Barcelona,15855,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de perllongament de la L5 (Horta-Vall d'Hebron),Verònica Vives i Gemma Badia,3392
8202,Vallès Occidental,Sabadell,13275,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de perllongament de la línea d'FGC a Sabadell,Maty Corchado i Mariona Codina,3392
8221,Vallès Occidental,Terrassa,13276,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres de perllongament de la línea d'FGC a Terrassa,Albert Ramírez i Noelia Chacón,3392
8906,Barcelonès,L'Hospitalet de Llobregat,17141,Departament de Territori i Sostenibilitat,Punt d'atenció ciutadana (PAC) de les obres del nou vestíbul de l'estació Can Vidalet de la L5,Àlex Franco,3392
8002,Barcelonès,Barcelona,15208,Departament de Cultura,Punt de Difusió del Patrimoni Cultural,null,2221
25700,Alt Urgell,La Seu d'Urgell,12979,Departament d'Economia i Coneixement,Punt de Suport Alt Urgell (Alt Urgell) (UOC),null,1103
8700,Anoia,Igualada,11216,Departament d'Economia i Coneixement,Punt de Suport d'Igualada (UOC),null,1103
17800,Garrotxa,Olot,12343,Departament d'Economia i Coneixement,Punt de Suport d'Olot (UOC),null,1103
8912,Barcelonès,Badalona,12976,Departament d'Economia i Coneixement,Punt de Suport de Badalona (Barcelonès) (UOC),null,1103
8914,Barcelonès,Badalona,13880,Departament d'Economia i Coneixement,Punt de Suport de Badalona - Llefià (UOC),null,1103
8024,Barcelonès,Barcelona,13878,Departament d'Economia i Coneixement,Punt de Suport de Barcelona - Guinardó (UOC),null,1103
8028,Barcelonès,Barcelona,12974,Departament d'Economia i Coneixement,Punt de Suport de Barcelona - Les Corts (Barcelona) (UOC),null,1103
8030,Barcelonès,Barcelona,13879,Departament d'Economia i Coneixement,Punt de Suport de Barcelona - Sant Andreu (UOC),null,1103
8005,Barcelonès,Barcelona,12973,Departament d'Economia i Coneixement,Punt de Suport de Barcelona - Vila Olímpica (Barcelona) (UOC),null,1103
8600,Berguedà,Berga,11215,Departament d'Economia i Coneixement,Punt de Suport de Berga (UOC),null,1103
17300,Selva,Blanes,12978,Departament d'Economia i Coneixement,Punt de Suport de Blanes (Selva) (UOC),null,1103
1040,Bèlgica,Brussel·les,11224,Departament d'Economia i Coneixement,Punt de Suport de Brussel·les (UOC),null,1103
7760,Menorca,Ciutadella,12982,Departament d'Economia i Coneixement,Punt de Suport de Ciutadella (Menorca) (UOC),null,1103
17600,Alt Empordà,Figueres,12344,Departament d'Economia i Coneixement,Punt de Suport de Figueres (UOC),null,1103
8401,Vallès Oriental,Granollers,12338,Departament d'Economia i Coneixement,Punt de Suport de Granollers (UOC),null,1103
28014,Madrid,Madrid,11225,Departament d'Economia i Coneixement,Punt de Suport de Madrid (UOC),null,1103
7500,Mallorca,Manacor,12981,Departament d'Economia i Coneixement,Punt de Suport de Manacor (Mallorca) (UOC),null,1103
8302,Maresme,Mataró,12975,Departament d'Economia i Coneixement,Punt de Suport de Mataró (Maresme) (UOC),null,1103
17200,Baix Empordà,Palafrugell,12345,Departament d'Economia i Coneixement,Punt de Suport de Palafrugell (UOC),null,1103
F-66000,França,Perpinyà,13873,Departament d'Economia i Coneixement,Punt de Suport de Perpignan (UOC),null,1103
17520,Cerdanya,Puigcerdà,11217,Departament d'Economia i Coneixement,Punt de Suport de Puigcerdà (UOC),null,1103
17500,Ripollès,Ripoll,12346,Departament d'Economia i Coneixement,Punt de Suport de Ripoll (UOC),null,1103
8191,Vallès Occidental,Rubí,12336,Departament d'Economia i Coneixement,Punt de Suport de Rubí (UOC),null,1103
17430,Selva,Santa Coloma de Farners,11222,Departament d'Economia i Coneixement,Punt de Suport de Santa Coloma de Farners (UOC),null,1103
25280,Solsonès,Solsona,11218,Departament d'Economia i Coneixement,Punt de Suport de Solsona (UOC),null,1103
25300,Urgell,Tàrrega,12340,Departament d'Economia i Coneixement,Punt de Suport de Tàrrega (UOC),null,1103
43800,Alt Camp,Valls,12349,Departament d'Economia i Coneixement,Punt de Suport de Valls (UOC),null,1103
8800,Garraf,Vilanova i la Geltrú,12972,Departament d'Economia i Coneixement,Punt de Suport de Vilanova i la Geltrú (Garraf) (UOC),null,1103
7041,Itàlia,L'ALGUER (SS),11223,Departament d'Economia i Coneixement,Punt de Suport de l'Alguer (UOC),null,1103
8901,Barcelonès,L'Hospitalet de Llobregat,11220,Departament d'Economia i Coneixement,Punt de Suport de l'Hospitalet de Llobregat (UOC),null,1103
43400,Conca de Barberà,Montblanc,13875,Departament d'Economia i Coneixement,Punt de Suport de la Conca de Barberà (UOC),null,1103
43740,Ribera d'Ebre,Móra d'Ebre,12350,Departament d'Economia i Coneixement,Punt de Suport de la Ribera d'Ebre (UOC),null,1103
43780,Terra Alta,Gandesa,12342,Departament d'Economia i Coneixement,Punt de Suport de la Terra Alta (UOC),null,1103
7800,Illes Balears,Eivissa,13874,Departament d'Economia i Coneixement,Punt de Suport de les Illes Pitiüses (UOC),null,1103
43880,El Vendrell,Coma-ruga,12351,Departament d'Economia i Coneixement,Punt de Suport del Baix Penedès (UOC),null,1103
25560,Pallars Sobirà,Sort,12341,Departament d'Economia i Coneixement,Punt de Suport del Pallars Sobirà (UOC),null,1103
17820,Pla de l'Estany,Banyoles,12348,Departament d'Economia i Coneixement,Punt de Suport del Pla de l'Estany (UOC),null,1103
25500,Pallars Jussà,La Pobla de Segur,12980,Departament d'Economia i Coneixement,Punt de Suport la Pobla de Segur (Pallars Jussà) (UOC),null,1103
8022,Barcelonès,Barcelona,6652,Departament d'Economia i Coneixement,Recepció i Informació al Públic (URL),null,1103
8022,Barcelonès,Barcelona,13601,Departament d'Economia i Coneixement,Rectorat (UAO),null,1103
8022,Barcelonès,Barcelona,15059,Departament d'Economia i Coneixement,Rectorat (URL),null,1103
8500,Osona,Vic,4509,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Refugi de Caça Estació Biològica el Vilar de la Castanya,null,4163
8007,Barcelonès,Barcelona,12320,Departament d'Economia i Coneixement,Registre General (UB),null,1103
8017,Barcelonès,Barcelona,12382,Departament d'Economia i Coneixement,Registre General (UIC),null,1103
8034,Barcelonès,Barcelona,12370,Departament d'Economia i Coneixement,Registre General (UPC),null,1103
8002,Barcelonès,Barcelona,12376,Departament d'Economia i Coneixement,Registre General (UPF),null,1103
43003,Tarragonès,Tarragona,12384,Departament d'Economia i Coneixement,Registre General (URV),null,1103
8500,Osona,Vic,12379,Departament d'Economia i Coneixement,Registre General (UVic),null,1103
17071,Gironès,Girona,12375,Departament d'Economia i Coneixement,Registre General (UdG),null,1103
25003,Segrià,Lleida,12393,Departament d'Economia i Coneixement,Registre General (UdL),null,1103
25001,Segrià,Lleida,,,,,
8003,Barcelonès,Barcelona,9884,Departament de la Presidència,Registre de Casals,null,6
8036,Barcelonès,Barcelona,2258,Departament de Cultura,"Registre de la Propietat Intel·lectual de Catalunya, Oficina de Barcelona",Santiago Orós Muruzábal,2221
17004,Gironès,Girona,2260,Departament de Cultura,"Registre de la Propietat Intel·lectual, Oficina de Girona",Esther Rubau Colom,2221
25002,Segrià,Lleida,2261,Departament de Cultura,"Registre de la Propietat Intel·lectual, Oficina de Lleida",Víctor Montañés Borràs,2221
43003,Tarragonès,Tarragona,2262,Departament de Cultura,"Registre de la Propietat Intel·lectual, Oficina de Tarragona",Rosa Maria Ferrol Mata,2221
8005,Barcelonès,Barcelona,17339,Departament de Salut,Registres Sanitàris (Agència de Protecció de la Salut),Carme Richarte i Maiz,2803
43006,Tarragonès,Tarragona,13188,Departament d'Interior,Regió Policial Camp de Tarragona,null,13760
8243,Bages,Manresa,12324,Departament d'Interior,Regió Policial Central,null,13760
17004,Gironès,Girona,6726,Departament d'Interior,Regió Policial Girona,null,13760
8015,Barcelonès,Barcelona,13150,Departament d'Interior,Regió Policial Metropolitana Barcelona,null,13760
8402,Vallès Oriental,Granollers,13131,Departament d'Interior,Regió Policial Metropolitana Nord,null,13760
8980,Baix Llobregat,Sant Feliu de Llobregat,13169,Departament d'Interior,Regió Policial Metropolitana Sud,null,13760
25700,Alt Urgell,La Seu d'Urgell,10114,Departament d'Interior,Regió Policial Pirineu Occidental,null,13760
25008,Segrià,Lleida,10106,Departament d'Interior,Regió Policial Ponent,null,13760
43500,Baix Ebre,Tortosa,13201,Departament d'Interior,Regió Policial Terres de l'Ebre,null,13760
25620,Pallars Jussà,Tremp,14158,Departament de Salut,Regió Sanitària Alt Pirineu i Aran,Josep Pifarré Paredero,2803
8023,Barcelonès,Barcelona,3060,Departament de Salut,Regió Sanitària Barcelona,Enric Agustí i Fabré,2803
43002,Tarragonès,Tarragona,3054,Departament de Salut,Regió Sanitària Camp de Tarragona,Josep Mercadé i Orriols,2803
8241,Bages,Manresa,14097,Departament de Salut,Regió Sanitària Catalunya Central,José Oriol Morera i Miralta,2803
17002,Gironès,Girona,3056,Departament de Salut,Regió Sanitària Girona,Josep Trias Figueras,2803
25006,Segrià,Lleida,3053,Departament de Salut,Regió Sanitària Lleida,Josep Pifarré Paredero,2803
43500,Baix Ebre,Tortosa,3055,Departament de Salut,Regió Sanitària Terres de l'Ebre,Albert Gómez Sorribes,2803
8243,Bages,Manresa,830,Departament d'Interior,Regió d'Emergències Centre,Jordi Vila Gutiérrez,13760
8290,Vallès Occidental,Cerdanyola del Vallès,12147,Departament d'Interior,Regió d'Emergències Metropolitana Nord,David Borrell i Anglada,13760
8830,Baix Llobregat,Sant Boi de Llobregat,12148,Departament d'Interior,Regió d'Emergències Metropolitana Sud,Joan Rovira Morató,13760
17005,Gironès,Girona,833,Departament d'Interior,Regió d'Emergències de Girona,Enric Cano Monje,13760
25199,Segrià,Lleida,835,Departament d'Interior,Regió d'Emergències de Lleida,Jordi Solà Gimeno,13760
43204,Baix Camp,Reus,837,Departament d'Interior,Regió d'Emergències de Tarragona,Bienvenido Aguado Sánchez,13760
43500,Baix Ebre,Tortosa,13712,Departament d'Interior,Regió d'Emergències de les Terres de l'Ebre,Fèlix González i Redondo,13760
8008,Barcelonès,Barcelona,11889,Departament d'Empresa i Ocupació,Relacions Institucionals i Projectes Estratègics,Jordi Secall i Cubells,15638
8017,Barcelonès,Barcelona,10508,Departament d'Economia i Coneixement,Relacions Internacionals (UIC),null,1103
8028,Barcelonès,Barcelona,12308,Departament d'Economia i Coneixement,Relacions Socials i Laborals (UB),null,1103
8029,Barcelonès,Barcelona,15632,Departament de Territori i Sostenibilitat,"Remodelacions Urbanes, SA (REURSA)",Pere Serra Amengual,3392
8018,Barcelonès,Barcelona,2560,Departament de la Presidència,Representació Territorial de l'Esport a Barcelona,Santiago Siquier Fadó,6
17002,Gironès,Girona,2564,Departament de la Presidència,Representació Territorial de l'Esport a Girona,Josep Pujols Romeu,6
25003,Segrià,Lleida,2566,Departament de la Presidència,Representació Territorial de l'Esport a Lleida,Joaquim  Perisé Duaigües,6
43003,Tarragonès,Tarragona,2568,Departament de la Presidència,Representació Territorial de l'Esport a Tarragona,Gemma Solé Boronat,6
43500,Baix Ebre,Tortosa,13370,Departament de la Presidència,Representació Territorial de l'Esport a les Terres de l'Ebre,Cinta Espuny Vidal,6
7041,Itàlia,L'ALGUER (SS),17261,Departament de la Presidència,Representació de la Generalitat a l'Alguer,Joan-Elies Adell Pitarch,6
8950,Baix Llobregat,Esplugues de Llobregat,2696,Departament de la Presidència,"Residència ""Joaquim Blume""",null,6
8016,Barcelonès,Barcelona,17610,Departament de Benestar Social i Família,Residència Assistida Barcelona - Porta,null,5823
8019,Barcelonès,Barcelona,17607,Departament de Benestar Social i Família,Residència Assistida Barcelona Poble-Nou,null,5823
8003,Barcelonès,Barcelona,17612,Departament de Benestar Social i Família,Residència Assistida Barceloneta - Bertran Oriola,null,5823
8980,Baix Llobregat,Sant Feliu de Llobregat,17603,Departament de Benestar Social i Família,Residència Assistida Falguera,null,5823
8014,Barcelonès,Barcelona,17606,Departament de Benestar Social i Família,Residència Assistida Mossèn Vidal i Aunòs,null,5823
8004,Barcelonès,Barcelona,17614,Departament de Benestar Social i Família,Residència Assistida Pare Batllori,null,5823
8191,Vallès Occidental,Rubí,17619,Departament de Benestar Social i Família,Residència Assistida Rubí,null,5823
8033,Barcelonès,Barcelona,17613,Departament de Benestar Social i Família,Residència Assistida Vallbona,null,5823
43780,Terra Alta,Gandesa,17618,Departament de Benestar Social i Família,Residència Assistida de Gandesa,null,5823
8850,Baix Llobregat,Gavà,17604,Departament de Benestar Social i Família,Residència Assistida de Gavà,null,5823
25740,Noguera,Ponts,17615,Departament de Benestar Social i Família,Residència Assistida de Ponts,null,5823
25520,Alta Ribagorça,El Pont de Suert,17601,Departament de Benestar Social i Família,Residència Assistida de l'Alta Ribagorça,null,5823
8027,Barcelonès,Barcelona,17611,Departament de Benestar Social i Família,Residència Assistida la Sagrera,null,5823
